id,question,doc_1,title_1,context_1,source_1,reranker_score_1,doc_2,title_2,context_2,source_2,reranker_score_2,doc_3,title_3,context_3,source_3,reranker_score_3,extractive_sentence,extractive_score
955,আলু কখন বা কীভাবে সংগ্রহ করতে হবে?,25,আলু: ফসল সংগ্রহ,"শুষ্ক, উজ্জ্বল ও ভাল আবহাওয়াতে আলু উত্তোলন করতে হবে।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.4736328125,490,আলু: টিউবার মথ ব্যবস্থাপনা: সংরক্ষণ,উল্লেখযোগ্য বৈশিষ্ট্য: পোকামাকড় ও রোগমুক্ত টিউবার সংগ্রহ করে ঘরে উত্তম বাতাস চলাচল করে এমন স্থানে আলু সংরক্ষণ করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.65283203125,74,মেটে আলু: ফসল সংগ্রহ,যখন অধিকাংশ পাতা হলুদ বর্ণ ধারণ করে অথবা লতা সম্পূর্ণরূপে শুকিয়ে যায় তখন মেটে আলু উত্তোলনের উত্তম সময়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.360595703125,উল্লেখযোগ্য বৈশিষ্ট্য: পোকামাকড় ও রোগমুক্ত টিউবার সংগ্রহ করে ঘরে উত্তম বাতাস চলাচল করে এমন স্থানে আলু সংরক্ষণ করতে হবে।,0.28759765625
956,মসুর পাতা ঝলসানো রোগ চাষে কী পরিমাণ ফলন পাওয়া যায়?,385,মসুর: পাতা ঝলসানো রোগ: ফলন,এ প্রযুক্তি ব্যবহার করে কৃষক মাঠে উন্নত জাতের মসুর (বারি মসুর-৮) চাষ করলে হেক্টরপ্রতি ১৮০০-২০০০ কেজি ফলন পাওয়া সম্ভব।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.203125,384,মসুর: পাতা ঝলসানো রোগ: রোগ ব্যবস্থাপনা,এ প্রযুক্তির মাধ্যমে মসুরের রোগ দমনের সাথে সাথে মসুর ডালের দানাও পরিপুষ্ট হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-2.55078125,212,অড়হর: ফলন,অনুকুল আবহাওয়া ও যথাযথ যত্ন নিলে ফলন হেক্টর প্রতি ২.০ টন পর্যন্ত পাওয়া যেতে পারে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-3.068359375,এ প্রযুক্তি ব্যবহার করে কৃষক মাঠে উন্নত জাতের মসুর (বারি মসুর-৮) চাষ করলে হেক্টরপ্রতি ১৮০০-২০০০ কেজি ফলন পাওয়া সম্ভব।,1.775390625
957,কফি সম্পর্কে সাধারনত উচ্চতার মাস বিষয়ে কী বলা হয়েছে?,320,কফি: চারা উৎপাদন ও পরিচর্যা,সাধারনত ৩০-৪০ সে.মি. উচ্চতার ৬-৭ মাস বয়সের চারা রোপণ করা উত্তম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.892578125,312,কফি: গাছের উচ্চতা,এরাবিকা জাতের জন্য তুলনামূলক বেশি উচ্চতার প্রয়োজন হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-2.310546875,322,কফি: রোপণ বা বপনের দূরত্ব,সাধারণত এরাবিকা জাতের জন্য ২ × ২.৫ মি. এবং রোবাস্টা জাতের জন্য ৩ × ৩ মি. দূরত্বে চারা রোপণ করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-5.16796875,সাধারনত ৩০-৪০ সে.মি. উচ্চতার ৬-৭ মাস বয়সের চারা রোপণ করা উত্তম।,-4.10546875
958,বারি সুপারি-২ জাতের একটি খোসাসহ শুকনা সুপারির ওজন কত?,275,বারি সুপারি-২: ওজন,খোসা সহ একক শুকনা সুপারির গড় ওজন ১৪.০৭ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,8.171875,274,বারি সুপারি-২: ওজন,খোসা সহ একক কাঁচা সুপারির গড় ওজন ৪০.০০ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.5546875,278,বারি সুপারি-২: ফলন,খোসাসহ শুকনা সুপারির গড় ফলন ১২.০৭ টন/হেক্টর।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.2578125,খোসা সহ একক শুকনা সুপারির গড় ওজন ১৪.০৭ গ্রাম।,6.59375
959,"বারি সোলার টানেল ড্রায়ার দৈর্ঘ্য, প্রস্থ বা উচ্চতার মাপ কী?",495,বারি সোলার টানেল ড্রায়ার: মাত্রা ও মাপ,"লম্বা ৩২০০ মিমি, চওড়া ১২০০মিমি, উচ্চতা ৭২০ মিমি।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.6328125,334,বারি চুইঝাল-১: পাতার বৈশিষ্ট্য,পাতার দৈর্ঘ্য ১৮-২০ সেমি এবং প্রস্থ ১২-১৪ সে.মি.।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-1.18359375,306,বারি কফি-১: ফলের বৈশিষ্ট্য,ফলের গড় দৈর্ঘ্য ১.৩০ সে.মি. এবং প্রস্থ ১.২০ সে.মি.।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-2.1484375,"লম্বা ৩২০০ মিমি, চওড়া ১২০০মিমি, উচ্চতা ৭২০ মিমি।",-1.982421875
960,বারি কফি-১ চাষে কী পরিমাণ ফলন পাওয়া যায়?,305,বারি কফি-১: ফলন,কফির জাত বারি কফি-১ উচ্চ ফলনশীল (গাছ প্রতি গড় ফলন ৭.৯৪ কেজি) ও নিয়মিত ফলদানকারী।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.0625,307,বারি কফি-১: ফলের বৈশিষ্ট্য,১০০টি ফলের গড় ওজন ১০২ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.177734375,336,বারি চুইঝাল-১: ফলন,তিন বছর বয়সী প্রতি গাছের ফলন ৯-১১ কেজি।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.79150390625,কফির জাত বারি কফি-১ উচ্চ ফলনশীল (গাছ প্রতি গড় ফলন ৭.৯৪ কেজি) ও নিয়মিত ফলদানকারী।,6.12890625
961,বারি চিনা-২-এর গাছ কতটা লম্বা হয়?,165,বারি চিনা-২: গাছের উচ্চতা,গাছের উচ্চতা ৮২-৮৪ সে.মি.।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.75,81,বারি কাসাভা-২: কাণ্ডের বৈশিষ্ট্য,গাছের দৈর্ঘ্য ২২৮.৮ সেমি. যার কাণ্ড ধুসর বর্ণের।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.346435546875,170,বারি চিনা-২: বপন পদ্ধতি,সারিতে বুনলে দু'সারির মাঝে দূরত্ব রাখতে হবে ২০-৩০ সে.মি.।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.491455078125,গাছের দৈর্ঘ্য ২২৮.৮ সেমি. যার কাণ্ড ধুসর বর্ণের।,-1.6484375
962,চুইঝাল সম্পর্কে পলিব্যাগ উৎপাদিত চারা পরবর্তীতে প্রসঙ্গে উৎসে কী বলা হয়েছে?,345,চুইঝাল: চারা উৎপাদন ও পরিচর্যা,পলিব্যাগ উৎপাদিত চারা পরবর্তীতে মূল জমিতে রোপণ করা হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.8984375,343,চুইঝাল: চারা উৎপাদন ও পরিচর্যা,বাণিজ্যিকভাবে চুইঝালের বিভিন্ন কাটিং পলিব্যাগে চারা তৈরি করা হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.1402587890625,344,চুইঝাল: চারা উৎপাদন ও পরিচর্যা,"পলিব্যাগে চারা তৈরির ক্ষেত্রে একটি, দুইটি বা তিনটি গিট সম্পন্ন লতার কাটিং নেয়া হয়।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.7431640625,বাণিজ্যিকভাবে চুইঝালের বিভিন্ন কাটিং পলিব্যাগে চারা তৈরি করা হয়।,0.432861328125
963,বারি পানিকচু-৮-এর লতির সংখ্যা ও গড় ওজন সম্পর্কে কী তথ্য আছে?,31,বারি পানিকচু-৮: লতির সংখ্যা ও ওজন,গাছপ্রতি লতির গড় সংখ্যা ২৪টি এবং গড় ওজন ৮০০ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,8.1640625,30,বারি পানিকচু-৮: লতির সংখ্যা ও ওজন,"প্রতিটি লতির গড় ওজন ৭০ গ্রাম, দৈর্ঘ্য প্রায় ৫০ সেমি এবং ব্যাস ২ সেমি।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,8.1015625,32,বারি পানিকচু-৮: ফলন,প্রতি হেক্টরে লতির গড় ফলন ২৫ টন এবং রাইজোমের গড় ফলন প্রায় ২৪ টন।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,5.19140625,গাছপ্রতি লতির গড় সংখ্যা ২৪টি এবং গড় ওজন ৮০০ গ্রাম।,1.798828125
964,চিনার আগাছা দমন সম্পর্কে কী নির্দেশনা আছে?,175,চিনা: আগাছা ব্যবস্থাপনা,ক্ষেতে আগাছা জন্মালে তা নিড়ানী দিয়ে তুলে ফেলা দরকার।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-1.0234375,407,পালংশাক: কম্পোস্ট ব্যবস্থাপনা: আগাছা ব্যবস্থাপনা,"আগাছা-রোগ-পোকা দমন: বীজ বপনের ১৪ এবং ২৮ দিন পর আগাছা দমন করতে হয়, কোনো প্রকার বালাইনাশকের প্রয়োজন হয় না।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-1.7216796875,433,চর এলাকায় বিনা চাষে পেঁয়াজ: আগাছা ব্যবস্থাপনা,জমিতে আগাছার পরিমাণ বেশি হলে ৪০-৫০ দিনের মধ্যে দ্বিতীয়বার নিড়ানী দিয়ে আগাছা দমন করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-2.2109375,"আগাছা-রোগ-পোকা দমন: বীজ বপনের ১৪ এবং ২৮ দিন পর আগাছা দমন করতে হয়, কোনো প্রকার বালাইনাশকের প্রয়োজন হয় না।",-1.216796875
965,সুপারি চাষের জন্য উপযুক্ত মাটির পিএইচ কত?,280,সুপারি: মাটি ও জমির উপযোগিতা,মাটির পিএইচ মান ৫.৫-৬.০ এর মধ্যে হলে সবচেয়ে ভাল হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,5.6875,279,সুপারি: মাটি ও জমির উপযোগিতা,"সুপারি চাষের জন্য উর্বর ও মাঝারি ধরনের মাটি অর্থাৎ হালকা বুনটের মাটি উত্তম, তবে বেলে দো-আঁশ মাটি সবচেয়ে উপযোগী।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.47265625,202,অড়হর: মাটি ও জমির উপযোগিতা,"মাটির পিএইচ মাত্রা ৫.৫ থেকে ৭.৫ সহ পূর্ণ রোদ, উর্বর এবং সুনিষ্কাশিত দোআঁশ মাটি অড়হর চাষের জন্য সবচেয়ে উপযোগী।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.407958984375,"সুপারি চাষের জন্য উর্বর ও মাঝারি ধরনের মাটি অর্থাৎ হালকা বুনটের মাটি উত্তম, তবে বেলে দো-আঁশ মাটি সবচেয়ে উপযোগী।",3.177734375
966,গম-পাট-রোপা আমন ফসল বিন্যাস বিষয়ে রোপা আমন জমি আগাছামুক্ত রাখার সময় সম্পর্কে কী তথ্য আছে?,465,গম-পাট-রোপা আমন ফসল বিন্যাস: আগাছা ব্যবস্থাপনা,রোপা আমন: আমন ধানের জমি ৩০ থেকে ৪০ দিন পর্যন্ত আগাছামুক্ত রাখতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,7.9296875,463,গম-পাট-রোপা আমন ফসল বিন্যাস: আগাছা ব্যবস্থাপনা,পাট: পাটের জমি ৩০ থেকে ৪০ দিন পর্যন্ত আগাছামুক্ত রাখতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,7.40625,464,গম-পাট-রোপা আমন ফসল বিন্যাস: আগাছা ব্যবস্থাপনা,বীজ বপনের ৪৫-৫০ দিন পর একবার ও ৭০ হতে ৮০ দিন পর দ্বিতীয়বার নিড়ানি দিতে হবে এবং পাট পাতলা করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.16796875,রোপা আমন: আমন ধানের জমি ৩০ থেকে ৪০ দিন পর্যন্ত আগাছামুক্ত রাখতে হবে।,5.3125
967,চিনার ফসল সংগ্রহের নির্দেশনা কী?,180,চিনা: ফসল সংগ্রহ,জাতটি ৯৬-১০৫ দিনে ফসল সংগ্রহ উপযোগী হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.5107421875,132,চীনাবাদাম: ফসল সংগ্রহ,চীনাবাদাম গাছের শতকরা ৭৫-৮০ ভাগ বাদাম যখন পরিপক্ক হয় তখন ফসল উঠানোর সঠিক সময়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.267578125,102,মুখীকচু: ফসল সংগ্রহ,বীজ রোপণের ছয় মাস পর আগাম ফসল সেপ্টেম্বর (মধ্য-ভাদ্র) মাস থেকে মুখী সংগ্রহের উপযোগী হয় এবং ঐ সময় গাছের পাতা হলুদ বর্ণ ধারণ করতে থাকে এবং ধীরে ধীরে মারা যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-4.3828125,জাতটি ৯৬-১০৫ দিনে ফসল সংগ্রহ উপযোগী হয়।,-3.716796875
968,চিয়ার উপযুক্ত বপনের সময় কোনটি?,155,চিয়া: বপনের সময়,নভেম্বর মাসের ২য় থেকে ৩য় সপ্তাহ বীজ বপনের উপযুক্ত সময়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,5.10546875,125,চীনাবাদাম: বপনের সময়,মৌসুমে ফাল্গুন থেকে চৈত্র (মার্চ থেকে এপ্রিল) ও খরিফ-২ মৌসুম শ্রাবণ থেকে ভাদ্র (জুলাই থেকে আগস্ট) মাসে বীজ বপন করতে হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.2037353515625,204,অড়হর: বপনের সময়,এপ্রিল মাসের ২য় সপ্তাহ থেকে মে মাসের শেষ সপ্তাহ পর্যন্ত (বৈশাখ-জ্যৈষ্ঠ মাসের ২য় সপ্তাহ পর্যন্ত) বীজ বপনের উপযুক্ত সময়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.8828125,এপ্রিল মাসের ২য় সপ্তাহ থেকে মে মাসের শেষ সপ্তাহ পর্যন্ত (বৈশাখ-জ্যৈষ্ঠ মাসের ২য় সপ্তাহ পর্যন্ত) বীজ বপনের উপযুক্ত সময়।,-0.3310546875
969,পানিকচু চাষে কতদিন বা কত মাস পর্যন্ত আগাছা নিয়ন্ত্রণে রাখতে হবে?,55,পানিকচু: আগাছা ব্যবস্থাপনা,চারা লাগানোর পর থেকে ৩ মাস পর্যন্ত জমিতে আগাছা জন্মাতে পারে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.498046875,54,পানিকচু: আগাছা ব্যবস্থাপনা,পানিকচুর জমি সবসময় আগাছামুক্ত রাখতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.369384765625,440,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: আগাছা ব্যবস্থাপনা,আউশ/আমন ধান: জমি ৩০-৪০ দিন পর্যন্ত আগাছা মুক্ত রাখতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.40185546875,আউশ/আমন ধান: জমি ৩০-৪০ দিন পর্যন্ত আগাছা মুক্ত রাখতে হবে।,-0.3740234375
970,পালংশাকের কম্পোস্ট ব্যবস্থাপনার প্রযুক্তির উপযোগিতা সম্পর্কে কী বলা হয়েছে?,404,পালংশাক: কম্পোস্ট ব্যবস্থাপনা: মাটি ও জমির উপযোগিতা,"মাটির আয়তনী ঘনত্ব কমে যায়, পানি ধারণ ক্ষমতা ও জৈব পদার্থের পরিমাণ বাড়ায়।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.33984375,405,পালংশাক: কম্পোস্ট ব্যবস্থাপনা: প্রযুক্তির উপযোগিতা,"অঞ্চল: কৃষি পরিবেশ অঞ্চল-২৮, এলাকা: গাজীপুর, মৌসুম: রবি।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.00390625,406,পালংশাক: কম্পোস্ট ব্যবস্থাপনা: বপনের সময়,প্রযুক্তি ব্যবহারের তথ্য: শস্য: পালংশাক; জাত: বারি পালংশাক-২; বপনের সময়: ১৫-৩০ নভেম্বর।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.34375,প্রযুক্তি ব্যবহারের তথ্য: শস্য: পালংশাক; জাত: বারি পালংশাক-২; বপনের সময়: ১৫-৩০ নভেম্বর।,-2.798828125
971,বেগুনের সাথে পেঁয়াজ ও রসুন আন্তঃফসল প্রযুক্তি কোথায় বা কোন ক্ষেত্রে উপযোগী?,390,বেগুনের সাথে পেঁয়াজ ও রসুন আন্তঃফসল: প্রযুক্তির উপযোগিতা,"প্রযুক্তিটি কুষ্টিয়া, ফরিদপুর, যশোর, পাবনা, জামালপুর, বগুড়া এবং রংপুর জেলায় প্রয়োগ করা যেতে পারে।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,5.90625,388,বেগুনের সাথে পেঁয়াজ ও রসুন আন্তঃফসল: ব্যবহার ও উপযোগিতা,বেগুনের সারি থেকে সারির দূরত্ব বেশি হওয়ায় এর মাঝে অতি সহজেই পেঁয়াজ এবং রসুন আবাদ করা সহজ।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.92578125,389,বেগুনের সাথে পেঁয়াজ ও রসুন আন্তঃফসল: ফসল সংগ্রহ,প্রতিকূল আবহাওয়ায় একটি ফসল ক্ষতিগ্রস্ত হলেও কৃষক কমপক্ষে একটি ফসল সংগ্রহ করতে পারবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.796875,বেগুনের সারি থেকে সারির দূরত্ব বেশি হওয়ায় এর মাঝে অতি সহজেই পেঁয়াজ এবং রসুন আবাদ করা সহজ।,-1.162109375
972,বারি কফি-১ বিষয়ে বাগানভেদে চারার সংখ্যা সম্পর্কে কী তথ্য আছে?,325,বারি কফি-১: চারা উৎপাদন ও পরিচর্যা,ফল বাগানের ভিতরে বা বাণিজ্যিকভাবে কফি উৎপাদনের ক্ষেত্রে চারা সংখ্যা কম বেশি হয়ে থাকে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.421875,324,বারি কফি-১: চারা উৎপাদন ও পরিচর্যা,১ হেক্টর জমিতে এরাবিকার জন্য ২০০০টি চারা এবং রোবাস্টার জন্য ১১১২টি চারা প্রয়োজন হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.6875,323,বারি কফি-১: চারা উৎপাদন ও পরিচর্যা,জাতভেদে রোপণ দূরত্বের উপর চারার সংখ্যা নির্ভর করে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.376953125,ফল বাগানের ভিতরে বা বাণিজ্যিকভাবে কফি উৎপাদনের ক্ষেত্রে চারা সংখ্যা কম বেশি হয়ে থাকে।,-0.1258544921875
