id,question,gold
407,বারি পাটের আঁশ ছাড়ানো যন্ত্র সংরক্ষণ সম্পর্কে কী নির্দেশনা আছে?,বহির্গমন ট্রেতে সংগৃহীত পাটের আঁশ সংগ্রহ করে ভাঁজ করে সংরক্ষণ করুন।
408,বারি ঝাড়শীম-৪ কোথায় বা কী কাজে উপযোগী?,এটির পড ও বীজ উভয়ই খাওয়া যায়।
409,পালংশাকের কম্পোস্ট ব্যবস্থাপনা চাষের জন্য কী ধরনের মাটি বা জমি উপযোগী?,"মাটির আয়তনী ঘনত্ব কমে যায়, পানি ধারণ ক্ষমতা ও জৈব পদার্থের পরিমাণ বাড়ায়।"
410,বারি বার্লি-১০-এর বীজ বা দানার বৈশিষ্ট্য কী?,বৈশিষ্ট্য জাতটির শীষ ছয় সারি বিশিষ্ট ও দানা খোসামুক্ত।
411,কফি বিষয়ে বীজ বপনের সম্পর্কে কী তথ্য আছে?,বীজ বপনের ৩০-৪০ দিনের পর চারা গজায়।
412,অড়হর ফলন কত?,অনুকুল আবহাওয়া ও যথাযথ যত্ন নিলে ফলন হেক্টর প্রতি ২.০ টন পর্যন্ত পাওয়া যেতে পারে।
413,চুইঝাল চাষে পানি জমে থাকা নিয়ে কী বলা হয়েছে?,গাছ জলাবদ্ধতা সহ্য করতে পারে না বিধায় নিচু বা পানি জমে থাকে এরূপ জায়গায় চুইঝালের গাছ না লাগানোই উত্তম।
414,জোয়ার সংরক্ষণ সম্পর্কে কী নির্দেশনা আছে?,এছাড়া মোটা পলিথিনের থলিতেও বীজ সংরক্ষণ করা যেতে পারে।
415,লটকনের সেচ ব্যবস্থাপনায় কী নির্দেশনা আছে?,প্রতিবার সার দেওয়ার পরে হালকা সেচ দিতে হবে।
416,মিষ্টি মরিচের জিংক ও বোরনের প্রযুক্তির উপযোগিতা সম্পর্কে কী বলা হয়েছে?,অঞ্চল- কৃষি পরিবেশ অঞ্চল -২৮।
417,কাসাভার উপযুক্ত রোপণের সময় কোনটি?,রোপণের সময়: সেচ সুবিধা থাকলে বছরের যে কোন সময় কাসাভা রোপণ করা যায়।
418,জোয়ার চাষে বীজ কীভাবে শোধন করতে হবে?,বীজকে রোগবালাই মুক্ত করার জন্য বীজ বপনের আগে বীজ শোধন করা উচিত।
419,মুখীকচু সাধারণত কতদিনে জীবনচক্র সম্পন্ন করে?,"মাঠে ফসলের জীবনকাল: ২৩০-২৬০ দিন (খাওয়ার উপযোগী), ২৭০-৩০০ দিন (বীজ হইতে বীজ)।"
420,জোয়ার চাষের জন্য কী ধরনের মাটি বা জমি উপযোগী?,"জোয়ার এমন একটি ফসল যা কম উর্বর, অধিক কাদাযুক্ত অগভীর মাটি যেখানে ভুট্টা উৎপাদন সহজ নয় সে সকল জমিতে চাষাবাদ হয়।"
421,কাসাভা বপন বা রোপণে কী দূরত্ব রাখতে হয়?,অধিক শাখা-প্রশাখাযুক্ত জাতের কাসাভার ক্ষেত্রে রোপণ দূরত্ব ৯০ × ৯০ সে.মি. এবং কম শাখা-প্রশাখা যুক্ত জাতের ক্ষেত্রের রোপণ দূরত্ব ৭৫ × ৭৫ সে.মি. হলে ভাল ফলন হবে।
422,বারি মুখীকচু-৩-এর ফলন কত?,হেক্টর প্রতি গড় ফলন ৪০-৪৫ টন।
423,জোয়ার বীজ শোধনের নির্দেশনা কী?,বীজকে রোগবালাই মুক্ত করার জন্য বীজ বপনের আগে বীজ শোধন করা উচিত।
424,বারি পানিকচু-৯ সম্পর্কে রান্নার পর লতির বৈশিষ্ট্য বিষয়ে কী বলা হয়েছে?,রান্না করলে লতি সমানভাবে সিদ্ধ হয় এবং খেতে সুস্বাদু।
425,চীনাবাদামের বপন পদ্ধতি সম্পর্কে কী বলা হয়েছে?,বীজ বপনের আগে খোসা হতে বীজ আলাদা করে নিতে হবে।
426,বারি পানিকচু-৯ বিষয়ে রান্নার পর লতির বৈশিষ্ট্য সম্পর্কে কী তথ্য আছে?,রান্না করলে লতি সমানভাবে সিদ্ধ হয় এবং খেতে সুস্বাদু।
427,কাঁঠালের উপযুক্ত রোপণের সময় কোনটি?,চারা বা কলম রোপণের সময় মধ্য-জ্যৈষ্ঠ থেকে মধ্য শ্রাবণ (জুন-আগস্ট) মাস।
428,মরিচ কখন বা কীভাবে সংগ্রহ করতে হবে?,মরিচ গাছ জমিতে লাগানোর ১৩০-১৫০ দিনের মধ্যে কাঁচা মরিচ সংগ্রহ শুরু করা যায়।
429,বেগুনের সাথে পেঁয়াজ ও রসুন আন্তঃফসল চাষে পানি জমে থাকা নিয়ে কী বলা হয়েছে?,বেগুন ও পেঁয়াজ এবং বেগুন ও রসুন আন্তঃফসল জলাবদ্ধতা সহ্য করতে পারে না।
430,বারি কাঁঠাল-৫-এর প্রযুক্তির উপযোগিতা সম্পর্কে কী বলা হয়েছে?,বাংলাদেশের প্রায় সব জেলাতেই এ জাতের কাঁঠালের চাষ সম্ভব।
431,অড়হর কতদিনে পরিপক্ব হয়?,সংগ্রহের সময়: বীজ বপনের ২৫০-২৬০ দিন পর (ফেব্রুয়ারী মাসের ২য় সপ্তাহ) অড়হর পরিপক্ক হয়।
432,মেটে আলুর ফসল সংগ্রহের নির্দেশনা কী?,যখন অধিকাংশ পাতা হলুদ বর্ণ ধারণ করে অথবা লতা সম্পূর্ণরূপে শুকিয়ে যায় তখন মেটে আলু উত্তোলনের উত্তম সময়।
433,বারি অড়হর-১ সাধারণত কতদিনে জীবনচক্র সম্পন্ন করে?,ফল প্রায় একই সাথে পরিপক্ক হয় এবং জীবনকাল ২৫০-২৬০ দিন।
434,চিয়ার রোগ ব্যবস্থাপনায় কী তথ্য আছে?,গবেষণাকালে জাতটিতে রোগ ও পোকামাকড়ের আক্রমণ পরিলক্ষিত হয়নি।
435,বারি চিয়া ১ এক হাজার দানার ওজন কত?,হাজার দানার ওজন ১.২ গ্রাম।
436,বারি সুপারি-২ বিষয়ে শুকনা সুপারির ফলন সম্পর্কে কী তথ্য আছে?,খোসাসহ শুকনা সুপারির গড় ফলন ১২.০৭ টন/হেক্টর।
437,বারি আলু-১০১-এর অঙ্কুর সম্পর্কে কী তথ্য আছে?,"অঙ্কুর মাঝারি আকারের ও কনিক্যাল আকৃতির, গোড়ার দিকে বেশি পরিমাণে এন্থোসায়ানিন আছে ও বেশি লোমযুক্ত।"
438,অড়হর মাটির পিএইচ সম্পর্কে কী বলা হয়েছে?,"মাটির পিএইচ মাত্রা ৫.৫ থেকে ৭.৫ সহ পূর্ণ রোদ, উর্বর এবং সুনিষ্কাশিত দোআঁশ মাটি অড়হর চাষের জন্য সবচেয়ে উপযোগী।"
439,লটকনের চারা পরিচর্যায় খুঁটি ব্যবহারের নির্দেশনা কী?,তারপর চারাটি খুঁটির সাথে বেঁধে দিতে হবে এবং চারার গোড়ায় ঝাঁঝরি দিয়ে পানি দিতে হবে।
440,মাঠের ইঁদুর ব্যবস্থাপনা সম্পর্কে প্রযুক্তি ব্যবহার পদ্ধতির বিষয়ে কী বলা হয়েছে?,প্রযুক্তি ব্যবহার পদ্ধতির সংক্ষিপ্ত বিবরণ: ইহা একটি কার্যকর ইঁদুর তাড়ানো পদ্ধতি।
441,কফির ব্যবহার বা উপযোগিতা সম্পর্কে কী বলা হয়েছে?,বাংলাদেশের পার্বত্য অঞ্চলের মাটি ও জলবায়ু বাণিজ্যিক কফি চাষের জন্য উপযোগী।
442,পানিকচু জমি আগাছার বিষয়ে কী অবস্থায় রাখতে হবে?,পানিকচুর জমি সবসময় আগাছামুক্ত রাখতে হবে।
443,লটকন সম্পর্কে গর্তে চারা বসানোর পদ্ধতি বিষয়ে কী বলা হয়েছে?,চারা গর্তের ঠিক মাঝখানে খাড়াভাবে লাগাতে হবে এবং চারার চারিদিকের মাটি হাত দিয়ে চেপে ভালভাবে বসিয়ে দিতে হবে।
444,বারি পানিকচু-৯ বিষয়ে লতির গড় সংখ্যা ও গড় ওজন সম্পর্কে কী তথ্য আছে?,গাছ প্রতি লতির গড় সংখ্যা ৩০ টি এবং গড় ওজন ৮০০ গ্রাম।
445,মাঠের ইঁদুর ব্যবস্থাপনা সম্পর্কে একদিন গর্তের খোলা মুখে প্রসঙ্গে উৎসে কী বলা হয়েছে?,একদিন পরে গর্তের খোলা মুখে আবার গোবরের বল দিতে হয়।
446,মটরশুটির পটাশিয়াম সার ব্যবস্থাপনা প্রযুক্তি কোথায় বা কোন ক্ষেত্রে উপযোগী?,পটাশিয়াম সার ভিত্তিক সমন্বিত সার ব্যবস্থাপনায় প্রচলিত চাষ পদ্ধতি থেকে মটরশুঁটির সবুজ শুঁটির ফলন ২০-৪০% বেশি পাওয়া যায়।
447,সুপারি সম্পর্কে সারি ও চারার দূরত্ব বিষয়ে কী বলা হয়েছে?,বগার্কৃতি পদ্ধতিতে সারি থেকে সারির দূরত্ব ২.৫ মিটার এবং চারা থেকে চারার দূরত্ব ২.৫ মিটার।
448,গম-পাট-রোপা আমন ফসল বিন্যাস চাষের অর্থনৈতিক ফলাফল সম্পর্কে কী বলা হয়েছে?,কৃষক ১টি ফসল বেশি করার ফলে এই উন্নত ফসল বিন্যাসে নীট মুনাফা প্রায় শতকরা ২৫ ভাগ বৃদ্ধি পেয়েছে।
449,বারি চিনা-২ চাষের জন্য কী ধরনের মাটি বা জমি উপযোগী?,বারি চিনা-২ উৎপাদন প্রযুক্তি জমি নির্বাচন ও তৈরি: পানি জমে না এমন বেলে দোআঁশ বা দোআঁশ মাটি চিনা চাষের জন্য উপযুক্ত।
450,বারি চুইঝাল-১-এর ফসল সংগ্রহের নির্দেশনা কী?,১.৫-২.০ বছর পর কাণ্ড বা শাখা সংগ্রহ করা যায়।
451,মরিচ সম্পর্কে চারা রোপণের বিষয়ে কী বলা হয়েছে?,"খাটো, মোটা কাণ্ড ও ৪-৫ পাতা বিশিষ্ট চারা রোপণের জন্য উপযুক্ত।"
452,ডাঁটার জমি প্রস্তুতির সময় সার প্রয়োগ সম্পর্কে কী বলা হয়েছে?,জমি তৈরির সময় অর্ধেক পরিমাণ গোবর সার মাটিতে ভালভাবে মিশিয়ে দিতে হবে।
453,চীনাবাদাম চাষে বপন বা রোপণের দূরত্ব কত?,সারি থেকে সারির দূরত্ব ৩০ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ১৫ সেমি।
454,গম-পাট-রোপা আমন ফসল বিন্যাসের রোগ ব্যবস্থাপনায় কী তথ্য আছে?,"মাটিতে পটাশিয়াম সার ব্যবহারের ফলে গাছের অন্যান্য খাদ্যোপাদানের মাত্রা ঠিক থাকে এবং পটাশিয়াম গাছকে রোগের আক্রমণ, ঠান্ডা ও খরা থেকে রক্ষা করে।"
455,বারি চুইঝাল-১-এর সংগ্রহকাল বা ফলন সম্পর্কে কী বলা হয়েছে?,বারি চুইঝাল-১ লাগানোর বা রোপণের ১.৫-২ বছরের মধ্যে ফসল সংগ্রহের উপযোগী হয়।
456,চিয়ার চারা পাতলা করার সময় কত?,বীজ গজানোর ১২-১৫ দিন পর চারা পাতলা করে দিতে হবে।
457,অড়হর কোথায় বা কী কাজে উপযোগী?,"কিন্তু লবণাক্ত, ক্ষারযুক্ত এবং জলাবদ্ধ মাটি অড়হর চাষের জন্য উপযোগী নয়।"
458,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল চাষে আগাছা বেশি হলে কী করতে হবে?,যদি আগাছা বেশি থাকে তাহলে নিড়ানী বেশি দিতে হবে।
459,চিয়া চারা কখন পাতলা করতে হবে?,বীজ গজানোর ১২-১৫ দিন পর চারা পাতলা করে দিতে হবে।
460,চুইঝালের চারা উৎপাদন ও পরিচর্যায় কী নির্দেশনা আছে?,লতার/শাখার মাধ্যমে উৎপাদিত চারার বৃদ্ধি ও ফলন দ্রুত হয়।
461,কাসাভা সম্পর্কে গাছে কন্দ সংরক্ষণ ও সংগ্রহ বিষয়ে কী বলা হয়েছে?,কাসাভার সবচেয়ে বড় সুবিধা হল কন্দ গাছের সাথে সংরক্ষিত থাকে এবং প্রয়োজনমত সংগ্রহ করা যায় তবে ৯-১০ মাসের পর থেকে তিতা হয়ে যায়।
462,কাঁঠালের জমিতে পানি জমা ঠেকাতে কী করতে হবে?,সাধারণত উঁচু ও মাঝারি উঁচু জমি যেখানে পানি নিষ্কাশনের সুব্যবস্থা রয়েছে এমন উর্বর জমি কাঁঠালের চাষের জন্য উপযোগী।
463,আগাম আলুর বারি আলু-৪১ ও বারি আলু-৯০ প্রযুক্তি কোথায় বা কোন ক্ষেত্রে উপযোগী?,উপযোগী অঞ্চল: কৃষি পরিবেশ অঞ্চল-৩ এর যেসব এলাকায় আগাম আলু চাষ হয় সেখানে প্রচলিত জাতের পরিবর্তে এ জাত দুটি লাভজনকভাবে চাষ করা যাবে।
464,বারি চিনা-২ কখন বপন করা উচিত?,চিনার চাষ রবি মৌসুমে করা হয়।
465,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল প্রযুক্তি কোথায় বা কোন ক্ষেত্রে উপযোগী?,"প্রযুক্তিটি কুষ্টিয়া, যশোর, পাবনা, জামালপুরও কুমিলাজেলায় প্রয়োগ করা যেতে পারে।"
466,গম-পাট-রোপা আমন ফসল বিন্যাসের সারের মাত্রা সম্পর্কে কী তথ্য আছে?,সেচসহ চাষের ক্ষেত্রে চারার তিন পাতা বয়সে প্রথম সেচের পর হেক্টরপ্রতি ৭৫-৯০ কেজি ইউরিয়া উপরি প্রয়োগ করতে হবে।
467,ডাঁটা সম্পর্কে সুনিষ্কাশিত স্যাঁতসেঁতে মাটি বিষয়ে কী বলা হয়েছে?,সুনিষ্কাশিত অথচ স্যাঁতস্যাঁতে থাকে এমন মাটিতে এটি সবচেয়ে ভালো জন্মে।
468,বারি চীনাবাদাম-১২-এর পাতার বৈশিষ্ট্য কী?,পাতার রং গাঢ় সবুজ বর্ণের।
469,গম-পাট-রোপা আমন ফসল বিন্যাস চাষে কতটি সেচ দিতে হবে?,মাটির প্রকারভেদে ২-৩টি সেচের প্রয়োজন হয়।
470,মুখীকচু কখন বা কীভাবে সংগ্রহ করতে হবে?,বীজ রোপণের ছয় মাস পর আগাম ফসল সেপ্টেম্বর (মধ্য-ভাদ্র) মাস থেকে মুখী সংগ্রহের উপযোগী হয় এবং ঐ সময় গাছের পাতা হলুদ বর্ণ ধারণ করতে থাকে এবং ধীরে ধীরে মারা যায়।
471,গম-পাট-রোপা আমন ফসল বিন্যাস চাষে কতদিন বা কত মাস পর্যন্ত আগাছা নিয়ন্ত্রণে রাখতে হবে?,পাট: পাটের জমি ৩০ থেকে ৪০ দিন পর্যন্ত আগাছামুক্ত রাখতে হবে।
472,বারি মরিচ-৬-এর ফুলের বৈশিষ্ট্য কী?,ফুলের দল ও পুংকেশর হালকা বেগুনি রঙের।
473,মরিচের চারা উৎপাদন ও পরিচর্যায় কী নির্দেশনা আছে?,চারার পরিচর্যা: চারার বয়স ৩০-৩৫ দিন হলে জমিতে লাগানোর উপযোগী হয়।
474,বারি ডাঁটা-৪-এর পাতার বৈশিষ্ট্য কী?,"কাণ্ড হালকা বেগুনী রংয়ের, খাড়া, নরম, শাখাহীন, কম আঁশযুক্ত, পাতার উপর পৃষ্ঠ সবুজ, নীচের পৃষ্ঠ হলকা বেগুণী এবং কিনারা লালচে রঙের, দ্রুত বর্ধনশীল জাত।"
475,বারি লটকন-২ বিষয়ে ফলের খণ্ড ও খাদ্যোপযোগী অংশ সম্পর্কে কী তথ্য আছে?,ফলের অভ্যন্তরে ৩-৪ টি খণ্ড বিদ্যমান এবং খাদ্যোপযোগী অংশ প্রায় ৫৭.০৭ %।
476,চীনাবাদাম সংগ্রহের পর কীভাবে শুকানো বা ব্যবস্থাপনা করতে হবে?,গাছ থেকে ছড়ানো খোসাসহ পরিপক্ক পুষ্ট বাদাম উজ্জ্বল রোদে ১ম ও ২য় দিন দৈনিক ৪ ঘন্টা করে শুকাতে হয়।
477,কফি বপন বা রোপণে কী দূরত্ব রাখতে হয়?,তারপর ৩-৫ সে.মি. দূরত্বে বীজ বপন করতে হবে।
478,মাঠের ইঁদুর ব্যবস্থাপনার ক্ষতিকর পোকা বা প্রাণী দমনে কী তথ্য আছে?,বাংলাদেশের সব এলাকায় সারা বছর ব্যবহার উপযোগী।
479,লটকনের সেচ সম্পর্কে কী বলা হয়েছে?,প্রতিবার সার দেওয়ার পরে হালকা সেচ দিতে হবে।
480,ছাদ বাগানের স্মার্ট সেচ সম্পর্কে পরিচালনার দক্ষতার প্রয়োজন বিষয়ে কী বলা হয়েছে?,সেচ ব্যবস্থাপনা পদ্ধতিটি পরিচালনার জন্য তেমন দক্ষতার প্রয়োজন হয় না।
481,বারি চিনা-২-এর হাজার দানার ওজন কত?,হাজার দানার ওজন ৫-৫.৫ গ্রাম।বাংলাদেশের সকল এলাকাতে এই জাতটি চাষ করা যায়।
482,বারি ডাঁটা-৪ চাষে কী পরিমাণ ফলন পাওয়া যায়?,শাক হিসেবে হেক্টর প্রতি গড় ফলন ১২-১৫ টন এবং ডাঁটা হিসেবে হেক্টর প্রতি গড় ফলন ৫০-৫২ টন।
483,বারি চিনা-২-এর চারা পাতলা করার সময় কত?,বীজ গজানোর ১২-১৫ দিন পর চারা পাতলা করে দিতে হবে।
484,লটকন কীভাবে চাষ বা বপন করতে হবে?,যেকোনো প্রকার মাটিতে লটকন এর চাষ করা যায়।
485,মরিচ চাষে বপন বা রোপণের দূরত্ব কত?,সারি থেকে সারি ৫০ সে.মি. এবং গাছ থেকে গাছ ৫০ সে.মি. দূরত্বে বপন করতে হবে।
486,মেটে আলু সম্পর্কে মাদা তৈরির সময় সার প্রয়োগ বিষয়ে কী বলা হয়েছে?,"গোবর বা খামার জাত সার, ছাই ও টিএসপি সারের সবটুকু এবং অর্ধেক এমপি সার মাদা তৈরির সময় মাদার মাটির সাথে ভালভাবে মিশিয়ে দিতে হবে।"
487,বারি কফি-১ কোথায় বা কী কাজে উপযোগী?,খরা সহিষ্ণু ও আংশিক ছায়াযুক্ত স্থানে বিশেষভাবে অন্য ফল বাগানের ভিতরে চাষ উপযোগী।
488,চিয়ার মৌসুম-সংক্রান্ত তথ্য কী?,"চিয়া বাংলাদেশে একটি নতুন সম্ভবনাময় ফসল, যা রবি মৌসুমে চাষাবাদ করা যায়।"
489,চিনা সম্পর্কে চিনার সেচের প্রয়োজন বিষয়ে কী বলা হয়েছে?,চিনার জন্য পানি সেচের দরকার পড়ে না।
490,চুইঝালের কাণ্ড সম্পর্কে কী তথ্য আছে?,অঙ্গজ প্রজনন বা লতা কাটিং পদ্ধতিতে এর কাণ্ড বা শাখা ৩০ থেকে ৩৫ সেন্টিমিটার লম্বা করে কেটে সরাসরি মাটিতে রোপণ করা হয়।
491,বারি আলু-১০৩-এর শুষ্ক পদার্থ সম্পর্কে কী তথ্য আছে?,শুষ্ক পদার্থ ২০% এর উপরে যা অনুকূল পরিবেশে ২২% পর্যন্ত হয়।
492,বারি ঝাড়শীম-৪-এর ব্যবহার বা উপযোগিতা সম্পর্কে কী বলা হয়েছে?,এটির পড ও বীজ উভয়ই খাওয়া যায়।
493,পানিকচু চারা রোপণে দেরি হলে চারা কোথায় রাখতে হবে?,মূল জমিতে চারা রোপণ করতে দেরি হলে পানিকচুর চারা ভেজা মাটি ও ছায়া যুক্ত স্থানে রেখে দিতে হবে।
494,পানিকচুর চারা সম্পর্কে কী তথ্য দেওয়া হয়েছে?,চারা রোপণের আগে এর পাতা ও শিকড় ছেটে দিলে দ্রুত মাটিতে প্রতিষ্ঠিত হয়।
495,মুখীকচুর ফসল সংগ্রহের নির্দেশনা কী?,বীজ রোপণের ছয় মাস পর আগাম ফসল সেপ্টেম্বর (মধ্য-ভাদ্র) মাস থেকে মুখী সংগ্রহের উপযোগী হয় এবং ঐ সময় গাছের পাতা হলুদ বর্ণ ধারণ করতে থাকে এবং ধীরে ধীরে মারা যায়।
496,কফির চারা উৎপাদন ও পরিচর্যায় কী নির্দেশনা আছে?,কফির বীজ থেকে সবচেয়ে কম খরচে ও সহজে চারা উৎপাদন করা যায়।
497,চীনাবাদাম চাষের জন্য উপযুক্ত মাটির পিএইচ কত?,পিএইচ ৬.০-৬.৫ এ চীনাবাদাম এর উৎপাদন ভাল হয়।
498,বারি সোলার টানেল ড্রায়ার চাষের অর্থনৈতিক ফলাফল সম্পর্কে কী বলা হয়েছে?,"মূল্য: ২০,০০০.০০ টাকা (এমএস)।"
499,জোয়ার উপযুক্ত বপনের সময় কোনটি?,জোয়ার এমন একটি ফসল যা রবি ও খরিফ-১ উভয় মৌসুমে চাষ করা যায়।
500,জারবেরার টিস্যু কালচার চারা সম্পর্কে কী তথ্য দেওয়া হয়েছে?,বৈশিষ্ট্য সমূহ অধিক সংখ্যক সুস্থ সবল ও রোগমুক্ত জারবেরা চারা পাওয়া যায়।
501,বারি পানিকচু-৯-এর লতির বৈশিষ্ট্য কী?,বারি পানিকচু-৯ এর প্রধান ভক্ষণযোগ্য অংশ হলো লতি।
502,চিয়া চাষে পানি জমে থাকা নিয়ে কী বলা হয়েছে?,চিয়ার এ লাইনটি চারা অবস্থায় ২-৩ দিন পর্যন্ত জলাবদ্ধতা সহ্য করতে পারে।
503,সুপারির জমি প্রস্তুতি সম্পর্কে কী নির্দেশনা আছে?,বীজতলার জমি ৪-৫ বার ভালভাবে চাষ দিয়ে আগাছা ও আবর্জনা পরিষ্কার করে ফেলতে হবে।
504,বেগুনের সাথে পেঁয়াজ ও রসুন আন্তঃফসলের সেচ সম্পর্কে কী বলা হয়েছে?,সেচ প্রয়োগ চারা রোপণের কয়েক দিন পর হালকা সেচ ও পরবর্তী প্রতি কিস্তি সার প্রয়োগের পর জমিতে সেচ দিতে হবে।
505,চুইঝাল: পলিব্যাগে চারা তৈরির ক্ষেত্রে প্রসঙ্গে কী তথ্য আছে?,"পলিব্যাগে চারা তৈরির ক্ষেত্রে একটি, দুইটি বা তিনটি গিট সম্পন্ন লতার কাটিং নেয়া হয়।"
506,চিয়ার সার প্রয়োগ সম্পর্কে কী বলা হয়েছে?,যে সমস্ত জমিতে বোরণ ও জিংকের ঘাটতি আছে সেসব জমিতে কাঙ্ক্ষিত ফলন পাওয়ার জন্য হেক্টর প্রতি ৫ কেজি হারে বরিক এসিড ও জিংক সালফেট প্রয়োগ করত হবে।
507,জোয়ার ফসল সংগ্রহের নির্দেশনা কী?,এছাড়া দু' একটি বীজ দাঁতে কাটার পর 'কট' করে শব্দ হলে বুঝতে হবে ফসল কাটার উপযুক্ত সময় হয়েছে।
508,কফির গাছ কতটা লম্বা হয়?,এরাবিকা জাতের জন্য তুলনামূলক বেশি উচ্চতার প্রয়োজন হয়।
509,সুপারির সেচ ব্যবস্থাপনায় কী নির্দেশনা আছে?,নালাগুলোর মধ্যে দিয়ে সেচ ও নিকাশের সুবিধা পাওয়া যায় এবং চারার পরিচর্যা করা সহজ হয়।
510,চীনাবাদামের মাটির পিএইচ সম্পর্কে কী বলা হয়েছে?,পিএইচ ৬.০-৬.৫ এ চীনাবাদাম এর উৎপাদন ভাল হয়।
511,লটকন বিষয়ে মাদা তৈরির পর চারা লাগানোর সময় সম্পর্কে কী তথ্য আছে?,মাদা তৈরির ১৫-২০ দিন পর চারা/কলম লাগাতে হবে।
512,বারি কাঁঠাল-৫-এর ফলের গড় ওজন কত?,ফলের আকার মাঝারি এবং ফলের ওজন মোটামুটি ৪-৫ কিলো গ্রাম পর্যন্ত হয়ে থাকে।
513,আলুর টিউবার মথ ব্যবস্থাপনার পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনায় কী বলা হয়েছে?,আর্থ-সামাজিক প্রেক্ষাপট: প্রযুক্তি ব্যবহারে আলুর সুতলি পোকা দমন করার মাধ্যমে আলুর সংগ্রহোত্তর ক্ষতি কমানো সম্ভব।
514,কাসাভা বিষয়ে কন্দের ফলন সম্পর্কে কী তথ্য আছে?,জাতটির কন্দের গড় ফলন ৫৪.৩১ টন/হেক্টর।
515,বারি কফি-১ বিষয়ে এরাবিকা কফি সংগ্রহের সময় সম্পর্কে কী তথ্য আছে?,এরাবিকা সাধারণত অক্টোবর থেকে নভেম্বর মাসের শুরু থেকে সংগ্রহ করার উপযোগী হয়।
516,বারি সুপারি-১-এর খোসাসহ একক কাঁচা সুপারির গড় ওজন কত?,খোসা সহ একক কাঁচা সুপারির গড় ওজন ৩৫.৬৭ গ্রাম।
517,মেটে আলু বপন বা রোপণে কী দূরত্ব রাখতে হয়?,গিট থেকে গিটের দূরত্ব ২০ সে.মি. (মাটি থেকে ১ মিটার এর মধ্যে)।
518,আলু সম্পর্কে আলু উত্তোলনের পর রোদে রাখা বিষয়ে কী বলা হয়েছে?,আলু উঠানোর পর প্রখর রৌদ্রে রাখা যাবে না।
519,কাঁঠাল সম্পর্কে বর্ষায় পানি নিষ্কাশন বিষয়ে কী বলা হয়েছে?,বর্ষা মৌসুমে বৃষ্টির পানি দ্রুত নিষ্কাশনের সুব্যবস্থা করা আবশ্যক।
520,বারি মুখীকচু-৩-এর জীবনকাল কত?,খাওয়ার উপযোগী সংগ্রহকাল ২৩০-২৬০ দিন এবং বীজের জন্য জীবনকাল ২৭০-৩০০ দিন।
521,চিয়ার ব্যবহার বা উপযোগিতা সম্পর্কে কী বলা হয়েছে?,চিয়ার বীজ সহজে হজম যোগ্য হওয়ায় সম্পূর্ণ দানা খাওয়া যায়।
522,বারি আলু-১০৪-এর গাছের উচ্চতা কত?,গাছ মধ্যম উচ্চতা সম্পন্ন ইন্টারমিডিয়েট টাইপ এবং গড়ে ৩-৫টি কাণ্ড থাকে।
523,বারি কাঁঠাল-৫ প্রযুক্তি কোথায় বা কোন ক্ষেত্রে উপযোগী?,বাংলাদেশের প্রায় সব জেলাতেই এ জাতের কাঁঠালের চাষ সম্ভব।
524,কফি সম্পর্কে এরাবিকা ও রোবাস্টার রোপণ দূরত্ব বিষয়ে কী বলা হয়েছে?,সাধারণত এরাবিকা জাতের জন্য ২ × ২.৫ মি. এবং রোবাস্টা জাতের জন্য ৩ × ৩ মি. দূরত্বে চারা রোপণ করতে হবে।
525,চীনাবাদাম বিষয়ে কম তাপমাত্রার প্রভাব সম্পর্কে কী তথ্য আছে?,রবি মৌসুমে তাপমাত্রা কম থাকলে গাছের বৃদ্ধি খুব ধীরগতিতে হয়।
526,আলু চাষে সার প্রয়োগের পর সঙ্গে সঙ্গে কী করতে হবে?,সার প্রয়োগের পর সাথে সাথে সার ও বীজ মাটি দিয়ে ভেলী তুলে ঢেকে দিতে হবে।
527,জোয়ার বীজ বা দানা সম্পর্কে কী তথ্য আছে?,জোয়ারের দানা বিভিন্ন রং এর হয়ে থাকে।
528,ভুট্টা-রোপা আউশ-রোপা আমন ফসলধারার রোগ দমন বা সহনশীলতা সম্পর্কে কী বলা হয়েছে?,রোপা আউশ: স্টেমবোরার পোকা দমনের জন্য ভিরতাকো এবং শীথ ব্লাইট দমনের জন্য ফুলিকুর ০.৫ মিলি/ লিটার হারে প্রয়োগ করতে হবে।
529,সুপারি বিষয়ে বীজতলা সম্পর্কে কী তথ্য আছে?,"দো-আঁশ, পলি দো-আঁশ মাটি বীজতলার জন্য উপযুক্ত।"
530,বারি ঝাড়শীম-৪-এর বীজের ফলন কত?,হেক্টর প্রতি পডের গড় ফলন ৩৭.৮২ টন এবং বীজের ফলন ১৬.৪৯ টন।
531,জোয়ার মাটির পিএইচ সম্পর্কে কী বলা হয়েছে?,খরাযুক্ত জমিতে (পিএইচ ৫.৫-৮.৫) জোয়ার ভালো হয়।
532,বারি চীনাবাদাম-১২-এর গাছের উচ্চতা কত?,গাছের উচ্চতা ৩০-৪৫ সে.মি.।
